data,text,sent,favorites,retweets
Sun Sep 29 03:01:19 +0000 2019,RT @HarryPotterMAGE: Trump loves to brag that he’s the most successful president in US history – but if he is actually convicted by the Sen…,0.5989,0,82
Sun Sep 29 03:01:18 +0000 2019,'RT @PalmerReport: Donald Trump''s day so far:

- Bill Barr says he''s pissed that Trump threw him under the bus
- Trump just threw Mick Mulva…',-0.6369,0,758
Sun Sep 29 03:01:17 +0000 2019,RT @11tulips: Joaquin Castro Calls for Investigation Into Whether Jared Kushner Shared Intelligence That Led to Khashoggi Killing https://t…,0.0258,0,7978
Sun Sep 29 03:01:17 +0000 2019,'RT @BernieSanders: We''re going to defeat Donald Trump, or Mike Pence, or whomever else the Republicans put up.

But we need your help to wi…',-0.0772,0,619
Sun Sep 29 03:01:16 +0000 2019,'In 2011, an appellate court upheld a New Jersey Superior Court judge''s decision dismissing Trump''s $5 billion defam… https://t.co/QM9NmzEXoQ',0.5423,0,0
Sun Sep 29 03:01:16 +0000 2019,RT @GovBillWeld: What does an unhinged racist @realDonaldTrump do when the going gets tough? He calls six Members of Congress—two Jewish co…,-0.6705,0,1677
Sun Sep 29 03:01:16 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,871
Sun Sep 29 03:01:15 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,871
Sun Sep 29 03:01:15 +0000 2019,'RT @joncoopertweets: Donald Trump: “I did it. Yes, I admit it. I did all of it. The corruption, the quid pro quo, the treason, the cover up…',0.1531,0,1280
Sun Sep 29 03:01:14 +0000 2019,'RT @4YrsToday: Donald Trump said he is fighting for YOU...

...is he?',-0.3612,0,340
Sun Sep 29 03:01:14 +0000 2019,'RT @PalmerReport: Donald Trump currently has:

- No Director of National Intelligence

- No Homeland Security Director

- No National Secur…',-0.0258,0,1522
Sun Sep 29 03:01:14 +0000 2019,'RT @SethAbramson: DEAR AMERICA—your president is a traitor.

The video below proves it.

On May 10, @washingtonpost reports, Donald Trump t…',0.516,0,1629
Sun Sep 29 03:01:13 +0000 2019,'RT @SayWhenLA: In 1987 Donald J. Trump spent $100,000 to publish open letter on "Why America should stop paying to defend countries that ca…',-0.296,0,433
Sun Sep 29 03:01:13 +0000 2019,'Let''s examine for a moment, Charlie, what Donald Trump has really done.

https://t.co/vFCeetTCHg',0.0,0,0
Sun Sep 29 03:01:13 +0000 2019,'RT @joncoopertweets: Two years from now, NOBODY will admit to having voted for Donald Trump.',0.2023,0,3812
Sun Sep 29 03:01:12 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:01:12 +0000 2019,RT @11tulips: Joaquin Castro Calls for Investigation Into Whether Jared Kushner Shared Intelligence That Led to Khashoggi Killing https://t…,0.0258,0,7978
Sun Sep 29 03:01:11 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:01:11 +0000 2019,Trump meets US pro-gun lobby chief to discuss financial backing amid scandal https://t.co/9ffvdzZB9M,-0.4019,0,0
Sun Sep 29 03:01:11 +0000 2019,'RT @CNN: More than 300 former national security officials have come out in support of an impeachment inquiry into Donald Trump, arguing the…',0.2732,0,895
Sun Sep 29 03:01:10 +0000 2019,'RT @kylegriffin1: Richard Painter, chief ethics lawyer under George W. Bush: "This is a blatant effort by Donald Trump to use extortion to…',0.0,0,703
Sun Sep 29 03:01:10 +0000 2019,'@realDonaldTrump President Donald Trump represents all the world, not just America. Long live Trump🇺🇸🇺🇸🇸🇦🇸🇦',0.0,4,1
Sun Sep 29 03:01:10 +0000 2019,'RT @ShawnInArizona: Barr knows who the whistleblower is

Considering how he has transformed the DOJ into helping Donald Obstruct Justice...…',0.296,0,110
Sun Sep 29 03:01:10 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,871
Sun Sep 29 03:01:09 +0000 2019,RT @ItsBouquet: "It is a measure of how far Donald Trump has moved the dial on normality that barely anyone questioned the wisdom of our go…,0.507,0,9
Sun Sep 29 03:01:09 +0000 2019,'RT @kenolin1: @RudyGiuliani You’re a vile little gnome, Rudy. You sold your country out for Donald Trump. Your legacy is filth.',-0.6249,0,82
Sun Sep 29 03:01:09 +0000 2019,'RT @WordswithSteph: LARGEST CONNECTICUT NEWSPAPER GROUP DEMANDS DONALD TRUMP STEP DOWN AS PRESIDENT

Republicans must immediately face the…',0.0,0,163
Sun Sep 29 03:01:08 +0000 2019,'RT @SafetyPinDaily: Donald Trump''s Ukraine call sparks new questions over intelligence chief''s firing || Via: Guardian https://t.co/rh7yKSO…',0.1779,0,25
Sun Sep 29 03:01:08 +0000 2019,'@realdonaldtrump Current: Partly cloudy with scattered tweets; 34% chance Donald Trump wrote this himself.

This is… https://t.co/tFhneUsJ62',0.25,0,0
Sun Sep 29 03:01:07 +0000 2019,'RT @WordswithSteph: LARGEST CONNECTICUT NEWSPAPER GROUP DEMANDS DONALD TRUMP STEP DOWN AS PRESIDENT

Republicans must immediately face the…',0.0,0,163
Sun Sep 29 03:01:07 +0000 2019,'RT @charliekirk11: The difference between the right and the left:

When Donald Trump took office, his sons stopped engaging in overseas bus…',0.128,0,11634
Sun Sep 29 03:01:07 +0000 2019,'@realDonaldTrump PresiDunce Trump, YOU are our National disgrace.  You are a stain on the office and our standing i… https://t.co/XcI2bFckrf',-0.4939,0,0
Sun Sep 29 03:01:07 +0000 2019,'RT @AlArabiya_Eng: US President Donald Trump, the target of an impeachment investigation over alleged abuse of power, warns supporters in a…',-0.4019,0,1
Sun Sep 29 03:01:06 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,871
Sun Sep 29 03:01:06 +0000 2019,'RT @SafetyPinDaily: Why Donald Trump''s handling of Ukraine demands investigation || By Sen. Dick Durbin https://t.co/o5kKwPc2Zz',-0.5106,0,10
Sun Sep 29 03:01:06 +0000 2019,RT @BillKristol: “Those who inflict the presidential Twitter feed upon themselves know that Trump has for a long time complained about an e…,-0.4019,0,148
Sun Sep 29 03:01:05 +0000 2019,'RT @PalmerReport: Donald Trump currently has:

- No Director of National Intelligence

- No Homeland Security Director

- No National Secur…',-0.0258,0,1522
Sun Sep 29 03:01:05 +0000 2019,'RT @dylanmsmitty: Just to piss off Donald Trump and his supporters, take a moment of silence to remember no indictments, no conspiracy, no…',-0.765,0,397
Sun Sep 29 03:01:05 +0000 2019,Largest Connecticut Newspaper Group Demands Donald Trump Step Down as President https://t.co/omkRxzCYe1,0.0,0,0
Sun Sep 29 03:01:05 +0000 2019,'RT @SethAbramson: Keep in mind that Republicans aren''t just saying that the sum total of all the wrong and illegal things Donald Trump has…',-0.7717,0,1407
Sun Sep 29 03:01:04 +0000 2019,RT @dbongino: This guy weaponized his position as head of the CIA to violate the civil rights of multiple Americans associated with Donald…,-0.4939,0,4927
Sun Sep 29 03:01:04 +0000 2019,RT @middleageriot: When Donald Trump is finally gone and Republicans act like they knew he was a liar and a traitor and a criminal all alon…,-0.6369,0,82
Sun Sep 29 03:01:03 +0000 2019,RT @DisavowTrump20: URGENT: GOP Trump puppet Susan Collins cast the deciding vote to let Donald Trump take money from military families for…,0.368,0,3289
Sun Sep 29 03:01:02 +0000 2019,RT @HarryPotterMAGE: Trump loves to brag that he’s the most successful president in US history – but if he is actually convicted by the Sen…,0.5989,0,82
Sun Sep 29 03:01:02 +0000 2019,RT @romanaresists: @DearAuntCrabby "He faked bone spurs to get out of the draft" and "Barak Obama had over twice as many people vote for hi…,0.0,0,27
Sun Sep 29 03:01:02 +0000 2019,'RT @JohnBrennan: Whistleblower deserves our praise &amp; gratitude.

Donald Trump getting very sloppy &amp; careless in corrupt practices &amp; cover u…',0.6293,0,13373
Sun Sep 29 03:01:02 +0000 2019,'RT @JayCaruso: “Left to his [Trump] own devices, he’s an ordinary Twitter troll and conspiracy nut with very little in the way of direction…',-0.5267,0,59
Sun Sep 29 03:01:01 +0000 2019,'RT @MarlonRL41: ¿Existen semejanzas entre el Peligroso Caracol Gigante Africano y el Peligroso, Prepotente, Mentiroso, ....., Donald Trump?…',0.0,0,29
Sun Sep 29 03:01:01 +0000 2019,'RT @TrueEyeTheSpy: I stand with President Donald J. Trump.
I will continue to stand with him. 
I will vote for him again in 2020.
No amount…',-0.296,0,5837
Sun Sep 29 03:01:01 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:01:00 +0000 2019,'RT @Valgb1961: CNNPolitics - Beto O''Rourke said Saturday that the "single best thing" to unify the country would be for President Donald Tr…',0.6369,0,8
Sun Sep 29 03:01:00 +0000 2019,'RT @Holly1ForTrump: ”Watch Video: Madonna Leaves US, Moves to Socialist Portugal to ‘Protest Trump’.” Many countries would give a lot to ha…',0.0,0,652
Sun Sep 29 03:00:59 +0000 2019,RT @BillKristol: “Those who inflict the presidential Twitter feed upon themselves know that Trump has for a long time complained about an e…,-0.4019,0,148
Sun Sep 29 03:00:59 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:00:59 +0000 2019,'Mick Mulvaney on shaky ground in wake of whistleblower fallout, sources say - CNNPolitics #SmartNews  https://t.co/Zwfgwgeqw9',-0.2263,0,0
Sun Sep 29 03:00:59 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,871
Sun Sep 29 03:00:59 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:59 +0000 2019,'RT @46Fuzym: @WordswithSteph @realDonaldTrump IT IS ABOUT TIME! 

ALL THE NEWS PAPERS IN AMERCA SHOULD RUN A SUNDAY ESPECIAL EDITION.
HEAD…',0.0,0,1
Sun Sep 29 03:00:58 +0000 2019,'RT @patribotics: Morning Patriots 

You know it’s all over, right?

It’ll take six months to play out but we are done here.

Reminder: doze…',0.1779,0,576
Sun Sep 29 03:00:58 +0000 2019,'RT @kylegriffin1: Richard Painter, chief ethics lawyer under George W. Bush: "This is a blatant effort by Donald Trump to use extortion to…',0.0,0,703
Sun Sep 29 03:00:58 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:57 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:57 +0000 2019,'RT @PalmerReport: Donald Trump currently has:

- No Director of National Intelligence

- No Homeland Security Director

- No National Secur…',-0.0258,0,1522
Sun Sep 29 03:00:56 +0000 2019,RT @shannonrwatts: BREAKING: Donald Trump met today with Wayne LaPierre to discuss how the @NRA could financially support the president’s d…,0.4019,0,5748
Sun Sep 29 03:00:55 +0000 2019,'RT @TheRynheart: ‘Joaquin Castro calls for investigation into whether Jared Kushner shared intelligence that led to Khashoggi killing’ 

ht…',0.6705,0,2923
Sun Sep 29 03:00:55 +0000 2019,British and American elites failed to anticipate the triumph of homegrown demagogues – because they imagined the on… https://t.co/0ZH6PKPtG1,-0.0516,0,0
Sun Sep 29 03:00:55 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,872
Sun Sep 29 03:00:55 +0000 2019,Dems are losing their minds. Seriously https://t.co/vMwFfU1oBm,-0.5106,0,0
Sun Sep 29 03:00:54 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:54 +0000 2019,RT @dbongino: This guy weaponized his position as head of the CIA to violate the civil rights of multiple Americans associated with Donald…,-0.4939,0,4928
Sun Sep 29 03:00:53 +0000 2019,'RT @WordswithSteph: IMPEACHMENT: Jeff Flake says ''at least 35'' Republican senators would privately vote to impeach Trump

Be aware, behind…',0.0,0,558
Sun Sep 29 03:00:53 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,872
Sun Sep 29 03:00:53 +0000 2019,God bless our President Donald Trump America our veterans our citizens our constitution and you. I pledge allegianc… https://t.co/ptZ5G5bzxP,0.5994,1,0
Sun Sep 29 03:00:53 +0000 2019,RT @ShimonPro: Trump and other aides are frustrated with Mulvaney because he did not have a strategy for defending and explaining the Ukrai…,-0.5267,0,1134
Sun Sep 29 03:00:52 +0000 2019,'RT @SafetyPinDaily: Donald Trump''s Ukraine call sparks new questions over intelligence chief''s firing || Via: Guardian https://t.co/rh7yKSO…',0.1779,0,25
Sun Sep 29 03:00:52 +0000 2019,'RT @varnishant: Bhakts Screwed ?

#टि्वटर #ट्रेंड: #UNGA में #ट्रंप का भाषण अव्वल, नंबर 2 पर #इमरानखान, #मोदी का 5वें स्थान पर - 

#Twitter…',-0.4939,0,7
Sun Sep 29 03:00:51 +0000 2019,RT @a35362: The rush to support an impeachment inquiry is forcing progressive primary challengers who led on the issue to recalibrate. http…,0.4767,0,1
Sun Sep 29 03:00:51 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:50 +0000 2019,'RT @Holly1ForTrump: ”Watch Video: Madonna Leaves US, Moves to Socialist Portugal to ‘Protest Trump’.” Many countries would give a lot to ha…',0.0,0,652
Sun Sep 29 03:00:49 +0000 2019,RT @LeeHolly81: @realDonaldTrump Donald Trump needs to resign - The Boston Globe https://t.co/s9jSrBDsVn,-0.34,0,99
Sun Sep 29 03:00:49 +0000 2019,RT @escapedmatrix: Donald Trump is killing migrant children in cages. Encouraging police officers to kill unarmed black kids. And turning w…,-0.7717,0,91
Sun Sep 29 03:00:49 +0000 2019,'RT @TheRynheart: ‘Joaquin Castro calls for investigation into whether Jared Kushner shared intelligence that led to Khashoggi killing’ 

ht…',0.6705,0,2923
Sun Sep 29 03:00:49 +0000 2019,'RT @joncoopertweets: Donald Trump: “I did it. Yes, I admit it. I did all of it. The corruption, the quid pro quo, the treason, the cover up…',0.1531,0,1280
Sun Sep 29 03:00:48 +0000 2019,RT @DeanObeidallah: @realDonaldTrump We need a law called "The Donald J. Trump Act" that makes it clear that a sitting President can be ind…,0.3818,0,376
Sun Sep 29 03:00:48 +0000 2019,'RT @Bill_Maxwell_: Newspapers Are Now Calling On Trump To Resign.

The Connecticut Post became the first newspaper in the United States to…',0.1027,0,76
Sun Sep 29 03:00:48 +0000 2019,'RT @EvanAKilgore: Describe Donald Trump in one word.

Go!',0.0,0,172
Sun Sep 29 03:00:48 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,872
Sun Sep 29 03:00:48 +0000 2019,RT @DemWrite: Are you unintentionally helping Donald Trump spread his hate and lies? @DHStokyo has some great advice here on how you can he…,-0.0516,0,187
Sun Sep 29 03:00:48 +0000 2019,'@realDonaldTrump I pledge allegiance to the Man known as Donald Trump, and to the Russian Federation for which he s… https://t.co/JStzfxxmoU',0.0,4,0
Sun Sep 29 03:00:47 +0000 2019,'@dukewindsor388 Poor Mama Trump. The same mom who asked, “What kind f son have I created?” https://t.co/JnOskIswtv',0.0772,1,0
Sun Sep 29 03:00:45 +0000 2019,'RT @Education4Libs: The double standard is amazing.

When Donald Trump became President, his family STOPPED doing foreign business deals.…',0.2885,0,1379
Sun Sep 29 03:00:45 +0000 2019,'RT @charliekirk11: Democrat hypocrisy:

Hillary Clinton said Donald Trump turned “American diplomacy into a cheap extortion racket”

Really…',0.0,0,2548
Sun Sep 29 03:00:44 +0000 2019,'RT @PalmerReport: Donald Trump has unveiled his new strategy for saving himself: he''s sending Lindsey Graham and Rudy Giuliani on televisio…',0.0,0,541
Sun Sep 29 03:00:44 +0000 2019,RT @OMGno2trump: This is nuts.  Trump is upset with his chief of staff about not having enough lies ready to tell after Trump was caught ly…,-0.0176,0,241
Sun Sep 29 03:00:44 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,872
Sun Sep 29 03:00:43 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:00:43 +0000 2019,'RT @thebradfordfile: This latest chapter in the disturbing plan to destroy our president, his family, and everything he holds dear simply b…',-0.6369,0,872
Sun Sep 29 03:00:43 +0000 2019,RT @BillKristol: “Those who inflict the presidential Twitter feed upon themselves know that Trump has for a long time complained about an e…,-0.4019,0,149
Sun Sep 29 03:00:43 +0000 2019,RT @steve_Beno3210: Watch – Pregnancy Clinic President: Donald Trump Stands for Life https://t.co/QCrbPFVgGA,0.0,0,99
Sun Sep 29 03:00:43 +0000 2019,'RT @IntelOperator: Their feelings of fragility, despite positions of power, make them vote for people like Donald Trump — and morally suspe…',0.3612,0,3
Sun Sep 29 03:00:42 +0000 2019,RT @DeanObeidallah: @realDonaldTrump We need a law called "The Donald J. Trump Act" that makes it clear that a sitting President can be ind…,0.3818,0,376
Sun Sep 29 03:00:42 +0000 2019,'RT @CenterBeautiful: Anyone still wondering why Putin and his Kremlin want Donald Trump in our White House??!

Those soybean markets will n…',0.2387,0,7
Sun Sep 29 03:00:40 +0000 2019,'RT @BettyBowers: Boris Johnson: Facing charges for corruption.

Benjamin Netanyahu: Facing indictments for corruption. 

Donald Trump: Faci…',-0.2732,0,997
Sun Sep 29 03:00:40 +0000 2019,'RT @joelytrumpshate: We Analyzed Every Twitter Account Following Donald Trump: 61% Are Bots, Spam, Inactive, or Propaganda | SparkToro http…',-0.5423,0,207
Sun Sep 29 03:00:40 +0000 2019,RT @DeanObeidallah: @realDonaldTrump We need a law called "The Donald J. Trump Act" that makes it clear that a sitting President can be ind…,0.3818,0,1148
Sun Sep 29 03:00:40 +0000 2019,RT @dbongino: This guy weaponized his position as head of the CIA to violate the civil rights of multiple Americans associated with Donald…,-0.4939,0,4928
Sun Sep 29 03:00:39 +0000 2019,@ScottFordTVGuy Look at the Stock market jobs every where growth in communities Oh and my job just raise everyone 2… https://t.co/h4QYn0Lp4i,0.3818,0,0
Sun Sep 29 03:00:39 +0000 2019,'RT @dwh112655: The GOP put Susan McDougal in jail for 22 months when she refused to testify in the Bill Clinton Whitewater trial.

Rudy Giu…',-0.296,0,2461
Sun Sep 29 03:00:38 +0000 2019,'RT @PalmerReport: Lindsey Graham overheard loudly discussing Donald Trump''s secret impeachment strategy on airplane https://t.co/Nn279lSztH',0.0,0,71
Sun Sep 29 03:00:38 +0000 2019,'RT @Politicalgrouch: @Rowdy53880436 @charliekirk11 It''s all about power and money.  Theirs.  Not ours.   And Nancy Pelosi and her coven can…',0.0,0,1
Sun Sep 29 03:00:38 +0000 2019,'RT @RealGsPatton007: PRES DONALD TRUMP SAYS

I Am Draining The SWAMP
I Am Draining The SWAMP
I Am Draining The SWAMP
I Am Draining The SWAM…',0.0,0,19
Sun Sep 29 03:00:36 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:00:36 +0000 2019,'RT @shawnslawns4u: God blessed America by putting  president Donald Trump in the White House at the right time. He fights for us, he wins f…',0.7906,0,20
Sun Sep 29 03:00:36 +0000 2019,RT @11tulips: Joaquin Castro Calls for Investigation Into Whether Jared Kushner Shared Intelligence That Led to Khashoggi Killing https://t…,0.0258,0,7978
Sun Sep 29 03:00:36 +0000 2019,'RT @KamalaHarris: Donald Trump isn’t loyal to this country.

Donald Trump is only loyal to Donald Trump.',0.7351,0,6652
Sun Sep 29 03:00:35 +0000 2019,RT @TrueFactsStated: Joaquin Castro Calls for Investigation Into Whether Jared Kushner Shared Intelligence That Led to Khashoggi Killing ht…,0.0258,0,2189
Sun Sep 29 03:00:35 +0000 2019,RT @OMGno2trump: This is nuts.  Trump is upset with his chief of staff about not having enough lies ready to tell after Trump was caught ly…,-0.0176,0,241
Sun Sep 29 03:00:34 +0000 2019,'RT @LindaLiberty9: Donald Trump is by far the most loyal president America has seen in decades.

While Democrats have spent 3 years fightin…',0.5256,0,217
Sun Sep 29 03:00:34 +0000 2019,RT @dbongino: This guy weaponized his position as head of the CIA to violate the civil rights of multiple Americans associated with Donald…,-0.4939,0,4928
