data,text,sent,favorites,retweets
Sun Sep 29 04:34:16 +0000 2019,RT @JimMYoung4: #Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,71
Sun Sep 29 04:34:15 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:34:14 +0000 2019,'@hughhewitt @realDonaldTrump @JoeBiden @washingtonpost Of course they are. Rush called it, first blame Trump for se… https://t.co/jbMZ6Ij7WW',-0.34,0,0
Sun Sep 29 04:34:13 +0000 2019,RT @Atlas5Atlas51: IG only requires hearsay to blow a whistle and they Ignore the actual video Tesitmony of Joe Biden viewed by millions fo…,-0.3612,0,1
Sun Sep 29 04:34:13 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,692
Sun Sep 29 04:34:13 +0000 2019,RT @rising_serpent: Dems are trying to impeach Trump for asking the Ukrainians to investigate corruption while Joe Biden is on tape braggin…,0.0,0,17
Sun Sep 29 04:34:11 +0000 2019,RT @brianklaas: Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,1537
Sun Sep 29 04:34:10 +0000 2019,'RT @kylegriffin1: Richard Painter, chief ethics lawyer under George W. Bush: "This is a blatant effort by Donald Trump to use extortion to…',0.0,0,922
Sun Sep 29 04:34:10 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:34:09 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:34:09 +0000 2019,'RT @IwriteOK: Incredible that this is all happening because the President didn''t think Joe "Hair Sniffing" Biden could wreck his election c…',-0.4404,0,53
Sun Sep 29 04:34:09 +0000 2019,'RT @PatsyResists: If the resistance doesn’t robustly defend Joe Biden, no candidate you support will win. Russia is going to launch a full…',0.6486,0,130
Sun Sep 29 04:34:08 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,692
Sun Sep 29 04:34:08 +0000 2019,'RT @charliekirk11: No one in the Trump administration should cooperate with this witch hunt until:

Hillary’s 33,000 deleted emails are rec…',-0.6218,0,8867
Sun Sep 29 04:34:05 +0000 2019,'RT @paulsperry_: "The truth is that I was forced out b/c I was leading a wide-ranging corruption probe into Burisma &amp; Joe Biden''s son, Hunt…',-0.1779,0,424
Sun Sep 29 04:34:05 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:34:03 +0000 2019,'RT @charliekirk11: The difference between the right and the left:

When Donald Trump took office, his sons stopped engaging in overseas bus…',0.128,0,11715
Sun Sep 29 04:34:02 +0000 2019,RT @USA_Anne711: 💥💥Wow 👀 Another ‘Biden Bailout’👇👇👇Remember When Joe Biden’s Niece Got no Jail Time Even After $100K Credit Card Scam?  htt…,-0.5106,0,753
Sun Sep 29 04:34:01 +0000 2019,'RT @superyayadize: Remember When Joe Biden’s Niece Got no Jail Time Even After $100K Credit Card Scam?

Quite a pattern #AskTheRightQuestio…',-0.5106,0,2060
Sun Sep 29 04:33:54 +0000 2019,'RT @QBlueSkyQ: @POTUS @GenFlynn The Sting
👉Deep State Whistleblower exposed Joe &amp; Hunter Biden’s corrupt relationship with #Ukraine
👉“Whist…',-0.0772,0,493
Sun Sep 29 04:33:53 +0000 2019,@ChuckCallesto https://t.co/gAQEJCJMAF,0.0,0,0
Sun Sep 29 04:33:52 +0000 2019,RT @America97579902: @Brooke_Kelly87 @realDonaldTrump It’s Unfortunate that Nancy stands with corrupt leader like Joe Biden!🇺🇸 Joe is sure…,-0.2003,0,2
Sun Sep 29 04:33:52 +0000 2019,'RT @RyanAFournier: Keep in mind, Hunter Biden was kicked out of the Navy in 2014 for cocaine usage.

He joined the board of Burisma in 2014…',0.0,0,933
Sun Sep 29 04:33:51 +0000 2019,RT @KayInMaine: @paulsperry_ John Solomon released the Ukraine documents on Joe Biden! Here they are: https://t.co/Cw67KZWDtj,0.0,0,14
Sun Sep 29 04:33:51 +0000 2019,'RT @varepall: Democrats are saying that Joe Biden didn’t mean what he did say but President Trump did mean what he didn’t say. 

VRA',0.0,0,19
Sun Sep 29 04:33:49 +0000 2019,'RT @KarlaGeology91: @RyanAFournier @realDonaldTrump Case was shelved by 2015. Joe Biden was asked by imf, world bank, France, uk to get Ukr…',0.0,0,2
Sun Sep 29 04:33:47 +0000 2019,'RT @charliekirk11: Diane Feinstein had a Chinese spy as her chauffeur for 3 decades—not a crime

Hillary Clinton sold our uranium to Russia…',-0.5423,0,7508
Sun Sep 29 04:33:47 +0000 2019,'RT @JRubinBlogger: Why isn''t Biden giving a "beat him like a drum" stump speech where ever he goes. Trump''s a crook trying to get help ''cau…',0.4878,0,597
Sun Sep 29 04:33:45 +0000 2019,'RT @AnnCoulter: MEMO TO UKRAINIAN PRESIDENT ZELENSKY: If the transcript reveals that Pres. Trump did not, in fact, ask you to investigate c…',0.0,0,5750
Sun Sep 29 04:33:43 +0000 2019,'RT @chrislongview: Lookie here!

What''s this...it''s just @KamalaHarris defending Joe Biden again. https://t.co/afjXZPNYJr',0.0,0,4
Sun Sep 29 04:33:43 +0000 2019,RT @JimMYoung4: #Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,71
Sun Sep 29 04:33:42 +0000 2019,RT @GolfGirl_Love: Joe Biden IS NOT a friendly guy in politics or a passive lovely Patriot. Sleepy Joe? Hearing him BRAG about his QUID PRO…,0.4537,0,79
Sun Sep 29 04:33:39 +0000 2019,'Lewendoski hearings that made you look the stupid antiamerican hate Trump lunatics you are, with Joe Biden actually… https://t.co/eMQ5KeFoR1',-0.8658,0,0
Sun Sep 29 04:33:38 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:38 +0000 2019,RT @thro_e: “The latest assault on President Trump is an obvious attempt to protect Joe Biden from the corruption scandals involving his so…,-0.6597,0,144
Sun Sep 29 04:33:37 +0000 2019,'RT @charliekirk11: Diane Feinstein had a Chinese spy as her chauffeur for 3 decades—not a crime

Hillary Clinton sold our uranium to Russia…',-0.5423,0,7508
Sun Sep 29 04:33:36 +0000 2019,'RT @DailyCaller: Joe Biden, Donald Trump, And Ukraine: An Explainer https://t.co/wYDPjcif5z',0.0,0,18
Sun Sep 29 04:33:34 +0000 2019,'RT @ArthurSchwartz: “There is no evidence of wrongdoing by either Joe or Hunter Biden.”

Someone should explain to the propagandists at CNN…',-0.296,0,116
Sun Sep 29 04:33:34 +0000 2019,RT @dyro874: Remember When Joe Biden’s Niece Got no Jail Time Even After $100K Credit Card Scam? https://t.co/DfcTR6pk6F,-0.5106,0,1593
Sun Sep 29 04:33:33 +0000 2019,'RT @mitchellvii: Let''s see.  So far, Nancy Pelosi is trying to impeach the President and has called AG Barr a "rogue."

Meanwhile, she has…',0.0,0,397
Sun Sep 29 04:33:33 +0000 2019,RT @blackwomenviews: I had to get something off my chest about Joe Biden and the media constantly demanding his opponents rush to his aid.…,-0.2263,0,179
Sun Sep 29 04:33:33 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:30 +0000 2019,RT @brianklaas: Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,1537
Sun Sep 29 04:33:30 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,692
Sun Sep 29 04:33:29 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:29 +0000 2019,'RT @RabbiShmuley: The left can impeach Trump and destroy Joe Biden, writes @KimStrassel https://t.co/9RUdc9bpM8',-0.5423,0,1
Sun Sep 29 04:33:29 +0000 2019,'RT @varepall: Democrats are saying that Joe Biden didn’t mean what he did say but President Trump did mean what he didn’t say. 

VRA',0.0,0,19
Sun Sep 29 04:33:28 +0000 2019,'RT @GOPChairwoman: MUST WATCH: Here''s Joe Biden in 2018 bragging about using his power to hold up $1 BILLION in U.S. loans unless Ukraine f…',0.0,0,9583
Sun Sep 29 04:33:28 +0000 2019,RT @JimMYoung4: #Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,71
Sun Sep 29 04:33:26 +0000 2019,RT @GolfGirl_Love: Joe Biden IS NOT a friendly guy in politics or a passive lovely Patriot. Sleepy Joe? Hearing him BRAG about his QUID PRO…,0.4537,0,79
Sun Sep 29 04:33:26 +0000 2019,'RT @charliekirk11: No one in the Trump administration should cooperate with this witch hunt until:

Hillary’s 33,000 deleted emails are rec…',-0.6218,0,8867
Sun Sep 29 04:33:25 +0000 2019,'RT @charliekirk11: Diane Feinstein had a Chinese spy as her chauffeur for 3 decades—not a crime

Hillary Clinton sold our uranium to Russia…',-0.5423,0,7508
Sun Sep 29 04:33:24 +0000 2019,'RT @charliekirk11: No one in the Trump administration should cooperate with this witch hunt until:

Hillary’s 33,000 deleted emails are rec…',-0.6218,0,8867
Sun Sep 29 04:33:21 +0000 2019,'RT @tictoc: "Sleepy Joe Biden who''s dumb as a rock."

Trump told his side of the #UkraineTranscript in a private gathering with U.S. diplom…',-0.5106,0,22
Sun Sep 29 04:33:19 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:19 +0000 2019,'RT @RyanAFournier: Keep in mind, Hunter Biden was kicked out of the Navy in 2014 for cocaine usage.

He joined the board of Burisma in 2014…',0.0,0,933
Sun Sep 29 04:33:19 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,692
Sun Sep 29 04:33:18 +0000 2019,'RT @QBlueSkyQ: @POTUS @GenFlynn Hunter Biden makes 83K a Month from #Ukraine
Joe Biden’s son Hunter was serving as "a director to Ukraine’s…',0.0,0,662
Sun Sep 29 04:33:18 +0000 2019,'RT @PatchesJones: @sfchronicle "Joe Biden''s Son Hunter Kicked Out of Navy for Cocaine"
https://t.co/VChEC19jge',0.0,0,1
Sun Sep 29 04:33:18 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:17 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:16 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:16 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,692
Sun Sep 29 04:33:15 +0000 2019,RT @rising_serpent: Dems are trying to impeach Trump for asking the Ukrainians to investigate corruption while Joe Biden is on tape braggin…,0.0,0,17
Sun Sep 29 04:33:15 +0000 2019,'RT @charliekirk11: Don''t let Twitter, Democrats, and the mainstream media lie to you

The word "favor" in the Ukraine transcript was used i…',0.0,0,10129
Sun Sep 29 04:33:13 +0000 2019,RT @Yamiche: An aide on Joe Biden’s campaign tells me former VP had his best week of fundraising since the second week of his campaign. Tha…,0.6369,0,86
Sun Sep 29 04:33:13 +0000 2019,'RT @charliekirk11: Diane Feinstein had a Chinese spy as her chauffeur for 3 decades—not a crime

Hillary Clinton sold our uranium to Russia…',-0.5423,0,7508
Sun Sep 29 04:33:12 +0000 2019,'RT @QBlueSkyQ: @POTUS @GenFlynn Gangster Joe Biden Ukrainian Threats 
👉Biden “threatened to withhold $1 billion in US loan guarantees if #U…',-0.4215,0,628
Sun Sep 29 04:33:12 +0000 2019,'RT @charliekirk11: No one in the Trump administration should cooperate with this witch hunt until:

Hillary’s 33,000 deleted emails are rec…',-0.6218,0,8867
Sun Sep 29 04:33:12 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:33:10 +0000 2019,RT @JenWoodruff79: @conncarroll @gregmyre @NPR Here’s another saying “March 2016” again. https://t.co/6xTzrAQzAi https://t.co/A6JHy5FEu7,0.0,0,1
Sun Sep 29 04:33:10 +0000 2019,RT @threadreaderapp: @warriors_mom Hola you can read it here: Thread by @MichaelCoudrey: "BREAKING: A large cache of confidential foreign d…,0.0,0,126
Sun Sep 29 04:33:07 +0000 2019,'RT @PatchesJones: @sfchronicle (THIS WAS JUST DAYS AFTER HUNTER WAS KICKED OUT OF THE NAVY FOR COCAINE USE!)
"Joe Biden’s Son Accepted $1 B…',0.3382,0,1
Sun Sep 29 04:33:05 +0000 2019,RT @blackwomenviews: I had to get something off my chest about Joe Biden and the media constantly demanding his opponents rush to his aid.…,-0.2263,0,179
Sun Sep 29 04:33:05 +0000 2019,RT @rising_serpent: Dems are trying to impeach Trump for asking the Ukrainians to investigate corruption while Joe Biden is on tape braggin…,0.0,0,17
Sun Sep 29 04:33:04 +0000 2019,RT @PatchesJones: @sfchronicle "Exclusive — Peter Schweizer: Joe Biden ‘Steered $1.8 Billion’ to Ukraine While His Son Bagged ‘Sweetheart D…,0.128,0,1
Sun Sep 29 04:33:03 +0000 2019,'RT @johncardillo: Ukraine’s Former Top Prosecutor Swore Affadavit He Was Fired Over Refusal to Drop Biden Probe

“...asked me to resign due…',-0.743,0,389
Sun Sep 29 04:33:03 +0000 2019,'RT @RyanAFournier: Keep in mind, Hunter Biden was kicked out of the Navy in 2014 for cocaine usage.

He joined the board of Burisma in 2014…',0.0,0,934
Sun Sep 29 04:33:03 +0000 2019,'RT @mitchellvii: Let''s see.  So far, Nancy Pelosi is trying to impeach the President and has called AG Barr a "rogue."

Meanwhile, she has…',0.0,0,398
Sun Sep 29 04:33:00 +0000 2019,'RT @harveyjkaye: Better said: Joe Biden’s Conflict of Interest: If Biden wants to be president, he should pledge that his son will disentan…',0.5574,0,3
Sun Sep 29 04:32:59 +0000 2019,'RT @charliekirk11: Diane Feinstein had a Chinese spy as her chauffeur for 3 decades—not a crime

Hillary Clinton sold our uranium to Russia…',-0.5423,0,7508
Sun Sep 29 04:32:58 +0000 2019,RT @dyro874: Remember When Joe Biden’s Niece Got no Jail Time Even After $100K Credit Card Scam? https://t.co/DfcTR6pk6F,-0.5106,0,1593
Sun Sep 29 04:32:56 +0000 2019,'RT @Education4Libs: The double standard is amazing.

When Donald Trump became President, his family STOPPED doing foreign business deals.…',0.2885,0,1448
Sun Sep 29 04:32:55 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,693
Sun Sep 29 04:32:55 +0000 2019,'RT @ReutersUS: Ukraine must investigate Joe Biden''s son, says ex-Ukrainian PM https://t.co/uxubcWqkyz https://t.co/AtTmo0Y9BY',0.0,0,3
Sun Sep 29 04:32:54 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:32:52 +0000 2019,'RT @Breaking911: FLASHBACK VIDEO: Joe Biden traveled to #Ukraine, and told the then President that: "if you don''t fire that prosecutor, Uni…',0.2584,0,2627
Sun Sep 29 04:32:51 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:32:50 +0000 2019,RT @mschlapp: Dear GOP members: subpoena the ethics lawyers. Joe Biden convinced Obama to look the other way on Hunter Biden in 2008. This…,0.6486,0,2915
Sun Sep 29 04:32:50 +0000 2019,RT @brianklaas: Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,1537
Sun Sep 29 04:32:50 +0000 2019,RT @BlueRobotDesign: @RudyGiuliani There is no comparison. Joe Biden didn’t do anything wrong. There is ZERO evidence to say there was any…,-0.6486,0,103
Sun Sep 29 04:32:48 +0000 2019,'RT @rolandscahill: Just a reminder that Giuliani’s son works for the Trump administration... 

Maybe he shouldn’t be talking too much about…',0.0,0,908
Sun Sep 29 04:32:45 +0000 2019,RT @KatrinaNation: Joe Biden’s Conflict of Interest on Ukraine | The Nation https://t.co/z0rNZXn9DO,0.1779,0,71
Sun Sep 29 04:32:44 +0000 2019,RT @blackwomenviews: I had to get something off my chest about Joe Biden and the media constantly demanding his opponents rush to his aid.…,-0.2263,0,179
Sun Sep 29 04:32:44 +0000 2019,RT @ADRIANAAZZIAS: La próxima candidata por los demócratas en EEUU para la elecciones del 2020  será la demócrata Elizabeth Warren superará…,0.0,0,138
Sun Sep 29 04:32:43 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,693
Sun Sep 29 04:32:42 +0000 2019,'RT @TheRISEofROD: Barack Hussein Obama aka Bathhouse Barry Soetoro has been awfully quiet lately...

He urged Quid Pro Joe Biden not to run…',0.0,0,254
Sun Sep 29 04:32:40 +0000 2019,'RT @rolandscahill: Just a reminder that Giuliani’s son works for the Trump administration... 

Maybe he shouldn’t be talking too much about…',0.0,0,908
Sun Sep 29 04:32:39 +0000 2019,'RT @rolandscahill: Just a reminder that Giuliani’s son works for the Trump administration... 

Maybe he shouldn’t be talking too much about…',0.0,0,908
Sun Sep 29 04:32:39 +0000 2019,RT @JimMYoung4: #Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,71
Sun Sep 29 04:32:38 +0000 2019,'RT @MichaelCoudrey: @RyanAFournier Hunter Biden slept with his brother''s widow, was found with crack pipes and multiple ID''s in his vehicle…',0.0,0,84
Sun Sep 29 04:32:38 +0000 2019,'RT @miamijj48: Regarding Hunter Biden, FOLLOW THE MONEY! 

No doubt JOE BIDEN is collecting checks also. 

“Multiple bank accounts”
“Multip…',-0.6114,0,103
Sun Sep 29 04:32:38 +0000 2019,'RT @charliekirk11: No one in the Trump administration should cooperate with this witch hunt until:

Hillary’s 33,000 deleted emails are rec…',-0.6218,0,8867
Sun Sep 29 04:32:35 +0000 2019,'RT @rolandscahill: Just a reminder that Giuliani’s son works for the Trump administration... 

Maybe he shouldn’t be talking too much about…',0.0,0,908
Sun Sep 29 04:32:34 +0000 2019,RT @brianklaas: Trump’s campaign is reportedly putting $10 million into televising an ad to spread lies about Joe Biden. He has invented a…,-0.4215,0,1537
Sun Sep 29 04:32:34 +0000 2019,RT @BlueRobotDesign: @RudyGiuliani There is no comparison. Joe Biden didn’t do anything wrong. There is ZERO evidence to say there was any…,-0.6486,0,103
Sun Sep 29 04:32:34 +0000 2019,'RT @JuddLegum: Senator Tom Cotton, who is up for reelection in Arkansas, is running a bunch of Facebook ads on "Joe Biden''s Corruption"

No…',0.0,0,476
Sun Sep 29 04:32:32 +0000 2019,'RT @ReutersUS: Ukraine must investigate Joe Biden''s son, says ex-Ukrainian PM https://t.co/uxubcWqkyz https://t.co/AtTmo0Y9BY',0.0,0,3
Sun Sep 29 04:32:31 +0000 2019,'RT @parscale: Swamp.

https://t.co/VkrDh9c2Hn',0.0,0,3819
Sun Sep 29 04:32:30 +0000 2019,RT @MikeBalsamo1: NEWS: AG Bill Barr was “surprised and angry” when he learned Trump lumped him together with Rudy Giuliani in a call with…,0.0,0,2066
Sun Sep 29 04:32:28 +0000 2019,'RT @RyanAFournier: @realDonaldTrump Why hasn’t Joe Biden or his son received the treatment that the GOP and Trump are getting?

Biden admit…',0.0,0,693
